Source Name	Sample Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Strain]	Term Source REF	Term Accession Number	Characteristics[Animal Source]	Characteristics[sex]	Term Source REF	Term Accession Number	Characteristics[age]	Unit	Term Source REF	Term Accession Number	Characteristics[Material Type]	Term Source REF	Term Accession Number	Characteristics[diet]	Comment[Feeding Schedule]	Characteristics[Final Body Weight]	Unit	Term Source REF	Term Accession Number	Factor Value[Partial Weight Bearing]	Factor Value[Time]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[light cycle]	Parameter Value[Euthanasia Method]	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Sample Preservation Method]	Term Source REF	Term Accession Number	Parameter Value[Sample Storage Temperature]	Unit	Term Source REF	Term Accession Number
501576	501576_Right Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Femur	FMA	http://purl.obolibrary.org/obo/FMA_24474	LabDiet 5008i (LabDiet)	ad libitum	447.2	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	20% of normal loading (PWB20)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	70% Ethyl Alcohol	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62218	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
501577	501577_Right Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Femur	FMA	http://purl.obolibrary.org/obo/FMA_24474	LabDiet 5008i (LabDiet)	ad libitum	402.7	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	40% of normal loading (PWB40)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	70% Ethyl Alcohol	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62218	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
501578	501578_Right Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Femur	FMA	http://purl.obolibrary.org/obo/FMA_24474	LabDiet 5008i (LabDiet)	ad libitum	415.5	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	20% of normal loading (PWB20)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	70% Ethyl Alcohol	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62218	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
501579	501579_Right Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Femur	FMA	http://purl.obolibrary.org/obo/FMA_24474	LabDiet 5008i (LabDiet)	ad libitum	396.5	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	normal loading with full harness (PWB100)	1	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	70% Ethyl Alcohol	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62218	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
502997	502997_Right Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Femur	FMA	http://purl.obolibrary.org/obo/FMA_24474	LabDiet 5008i (LabDiet)	ad libitum	467.7	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	normal loading with full harness (PWB100)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	70% Ethyl Alcohol	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62218	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
509763	509763_Right Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Femur	FMA	http://purl.obolibrary.org/obo/FMA_24474	LabDiet 5008i (LabDiet)	ad libitum	410.5	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	20% of normal loading (PWB20)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	70% Ethyl Alcohol	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62218	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
509766	509766_Right Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Femur	FMA	http://purl.obolibrary.org/obo/FMA_24474	LabDiet 5008i (LabDiet)	ad libitum	398.1	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	70% of normal loading (PWB70)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	70% Ethyl Alcohol	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62218	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
509767	509767_Right Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Femur	FMA	http://purl.obolibrary.org/obo/FMA_24474	LabDiet 5008i (LabDiet)	ad libitum	408.6	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	40% of normal loading (PWB40)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	70% Ethyl Alcohol	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62218	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
509768	509768_Right Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Femur	FMA	http://purl.obolibrary.org/obo/FMA_24474	LabDiet 5008i (LabDiet)	ad libitum	400.5	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	40% of normal loading (PWB40)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	70% Ethyl Alcohol	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62218	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
509769	509769_Right Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Femur	FMA	http://purl.obolibrary.org/obo/FMA_24474	LabDiet 5008i (LabDiet)	ad libitum	401.7	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	70% of normal loading (PWB70)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	70% Ethyl Alcohol	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62218	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
509770	509770_Right Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Femur	FMA	http://purl.obolibrary.org/obo/FMA_24474	LabDiet 5008i (LabDiet)	ad libitum	409.8	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	40% of normal loading (PWB40)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	70% Ethyl Alcohol	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62218	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
509771	509771_Right Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Femur	FMA	http://purl.obolibrary.org/obo/FMA_24474	LabDiet 5008i (LabDiet)	ad libitum	416.1	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	20% of normal loading (PWB20)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	70% Ethyl Alcohol	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62218	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
509772	509772_Right Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Femur	FMA	http://purl.obolibrary.org/obo/FMA_24474	LabDiet 5008i (LabDiet)	ad libitum		gram	UO	http://purl.obolibrary.org/obo/UO_0000021	20% of normal loading (PWB20)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	70% Ethyl Alcohol	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62218	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
509773	509773_Right Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Femur	FMA	http://purl.obolibrary.org/obo/FMA_24474	LabDiet 5008i (LabDiet)	ad libitum	450.5	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	normal loading with full harness (PWB100)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	70% Ethyl Alcohol	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62218	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
509774	509774_Right Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Femur	FMA	http://purl.obolibrary.org/obo/FMA_24474	LabDiet 5008i (LabDiet)	ad libitum	365.6	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	70% of normal loading (PWB70)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	70% Ethyl Alcohol	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62218	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
509776	509776_Right Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Femur	FMA	http://purl.obolibrary.org/obo/FMA_24474	LabDiet 5008i (LabDiet)	ad libitum	398.1	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	40% of normal loading (PWB40)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	70% Ethyl Alcohol	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62218	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
509778	509778_Right Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Femur	FMA	http://purl.obolibrary.org/obo/FMA_24474	LabDiet 5008i (LabDiet)	ad libitum	458.3	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	normal loading with full harness (PWB100)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	70% Ethyl Alcohol	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62218	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
509779	509779_Right Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Femur	FMA	http://purl.obolibrary.org/obo/FMA_24474	LabDiet 5008i (LabDiet)	ad libitum	403.7	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	70% of normal loading (PWB70)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	70% Ethyl Alcohol	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62218	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
511686	511686_Right Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Femur	FMA	http://purl.obolibrary.org/obo/FMA_24474	LabDiet 5008i (LabDiet)	ad libitum	541.2	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	normal loading with full harness (PWB100)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	70% Ethyl Alcohol	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62218	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
511688	511688_Right Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Femur	FMA	http://purl.obolibrary.org/obo/FMA_24474	LabDiet 5008i (LabDiet)	ad libitum	487.6	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	20% of normal loading (PWB20)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	70% Ethyl Alcohol	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62218	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
511689	511689_Right Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Femur	FMA	http://purl.obolibrary.org/obo/FMA_24474	LabDiet 5008i (LabDiet)	ad libitum	481.7	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	70% of normal loading (PWB70)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	70% Ethyl Alcohol	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62218	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
511692	511692_Right Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Femur	FMA	http://purl.obolibrary.org/obo/FMA_24474	LabDiet 5008i (LabDiet)	ad libitum	441.5	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	20% of normal loading (PWB20)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	70% Ethyl Alcohol	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62218	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
511698	511698_Right Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Femur	FMA	http://purl.obolibrary.org/obo/FMA_24474	LabDiet 5008i (LabDiet)	ad libitum	570.2	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	normal loading with full harness (PWB100)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	70% Ethyl Alcohol	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62218	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
511699	511699_Right Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Femur	FMA	http://purl.obolibrary.org/obo/FMA_24474	LabDiet 5008i (LabDiet)	ad libitum	468.2	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	40% of normal loading (PWB40)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	70% Ethyl Alcohol	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62218	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
511703	511703_Right Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Femur	FMA	http://purl.obolibrary.org/obo/FMA_24474	LabDiet 5008i (LabDiet)	ad libitum	444.4	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	40% of normal loading (PWB40)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	70% Ethyl Alcohol	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62218	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
511707	511707_Right Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Femur	FMA	http://purl.obolibrary.org/obo/FMA_24474	LabDiet 5008i (LabDiet)	ad libitum	474.7	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	70% of normal loading (PWB70)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	70% Ethyl Alcohol	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62218	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
511709	511709_Right Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Femur	FMA	http://purl.obolibrary.org/obo/FMA_24474	LabDiet 5008i (LabDiet)	ad libitum	474.5	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	70% of normal loading (PWB70)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	70% Ethyl Alcohol	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62218	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
515407	515407_Right Femur	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Femur	FMA	http://purl.obolibrary.org/obo/FMA_24474	LabDiet 5008i (LabDiet)	ad libitum	447.9	gram	UO	http://purl.obolibrary.org/obo/UO_0000021	20% of normal loading (PWB20)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Carbon Dioxide	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65288	sample collection	70% Ethyl Alcohol	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62218	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
