Sample Name	Protocol REF	Parameter Value[Was Subject Anesthetized]	Parameter Value[Anesthesia Method]	Parameter Value[Was Calibration Performed]	Parameter Value[What Calibration Was Performed]	Parameter Value[Scanner]	Parameter Value[Volume Of Interest]	Parameter Value[Volume Of Interest Size]	Unit	Term Source REF	Term Accession Number	Parameter Value[Volume of Interest]	Parameter Value[Volume of Interest Size]	Unit	Term Source REF	Term Accession Number	Parameter Value[Voxel Size]	Unit	Term Source REF	Term Accession Number	Parameter Value[Raw Data File]	Parameter Value[Submitted Results File]	Protocol REF	Parameter Value[Transformed Reusable Files]
479667	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
479671	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
479676	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
479680	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
495102	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
495106	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
495107	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
495110	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
495115	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
511691	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
511692	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
491047	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
491051	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
491052	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
491054	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
491055	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
491059	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
495103	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
495108	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
495109	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
495111	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
509770	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
511690	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
491056	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
491057	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
491060	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
491061	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
495104	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
495113	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
495114	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
509774	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
509775	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
511693	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
511695	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
475796	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
475803	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
491048	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
491062	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
494307	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
494312	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
509773	pQCT Scan	Yes	isoflurane	Yes	manufacturer-supplied hydroxyapatite phantom	XCT Research SA+ (Stratec)	Right Tibia	5.0, 5.5, 6.0	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	Proximal Tibia Plateau	20.0, 20.5	millimeter	UO	http://purl.obolibrary.org/obo/UO_0000016	100	micrometer	UO	http://purl.obolibrary.org/obo/UO_0000017	Not Available	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoSUBMITTED.xlsx	ALSDA Transformed Data	LSDS-41_peripheral_quantitative_computed_tomography_pQCT_LSDS-41_pQCT_KoTRANSFORMED.csv
