Source Name	Sample Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Strain]	Term Source REF	Term Accession Number	Characteristics[Animal Source]	Characteristics[sex]	Term Source REF	Term Accession Number	Characteristics[age]	Unit	Term Source REF	Term Accession Number	Characteristics[Material Type]	Term Source REF	Term Accession Number	Characteristics[diet]	Comment[Feeding Schedule]	Factor Value[Partial Weight Bearing]	Factor Value[Time]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[light cycle]	Parameter Value[Anesthesia Method]	Term Source REF	Term Accession Number	Parameter Value[Housing Temperature]	Unit	Term Source REF	Term Accession Number
495105	495105_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	normal loading with full harness (PWB100)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
511694	511694_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	normal loading with full harness (PWB100)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
479661	479661_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	20% of normal loading (PWB20)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
479667	479667_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	20% of normal loading (PWB20)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
479671	479671_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	20% of normal loading (PWB20)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
479676	479676_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	20% of normal loading (PWB20)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
479680	479680_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	20% of normal loading (PWB20)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
495102	495102_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	20% of normal loading (PWB20)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
495106	495106_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	20% of normal loading (PWB20)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
495107	495107_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	20% of normal loading (PWB20)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
495110	495110_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	20% of normal loading (PWB20)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
495115	495115_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	20% of normal loading (PWB20)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
511691	511691_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	20% of normal loading (PWB20)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
511692	511692_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	20% of normal loading (PWB20)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
491047	491047_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	40% of normal loading (PWB40)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
491051	491051_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	40% of normal loading (PWB40)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
491052	491052_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	40% of normal loading (PWB40)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
491054	491054_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	40% of normal loading (PWB40)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
491055	491055_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	40% of normal loading (PWB40)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
491059	491059_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	40% of normal loading (PWB40)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
495103	495103_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	40% of normal loading (PWB40)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
495108	495108_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	40% of normal loading (PWB40)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
495109	495109_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	40% of normal loading (PWB40)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
495111	495111_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	40% of normal loading (PWB40)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
509770	509770_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	40% of normal loading (PWB40)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
511690	511690_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	40% of normal loading (PWB40)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
491056	491056_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	70% of normal loading (PWB70)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
491057	491057_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	70% of normal loading (PWB70)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
491060	491060_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	70% of normal loading (PWB70)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
491061	491061_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	70% of normal loading (PWB70)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
495104	495104_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	70% of normal loading (PWB70)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
495113	495113_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	70% of normal loading (PWB70)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
495114	495114_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	70% of normal loading (PWB70)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
509774	509774_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	70% of normal loading (PWB70)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
509775	509775_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	70% of normal loading (PWB70)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
511693	511693_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	70% of normal loading (PWB70)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
511695	511695_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	70% of normal loading (PWB70)	2	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
475796	475796_Tibia	Rattus norvegicus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10116	Rats, Wistar	MESH	http://purl.bioontology.org/ontology/MESH/D017208	Charles River Laboratories	male	EFO	http://purl.obolibrary.org/obo/PATO_0000384	14	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Right Tibia	FMA	http://purl.org/sig/ont/fma/fma24477	LabDiet 5008i (LabDiet)	ad libitum	normal loading with full harness (PWB100)	4	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Treatment Protocol	12:12-h light-dark cycle	Isoflurane	MESH	http://purl.bioontology.org/ontology/MESH/D007530	22	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
